Jornada;HoraP1;HoraP2;GRAVEDAD_ACCIDENTE;CLASE_ACCIDENTE;direccion_normalizada;tipo_principal;num_principal;tipo_secundaria;num_secundaria;FRECUENCIA;Heridos;Muertos;Material;YEAR;MES;DIA;Ponderacion;Riesgo
Noche;No;No;Material;Choque;CR 46 CL 84;CR;46;CL;84;4;no;no;no;2021;January;Fri;6.67;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 46;CL;84;CR;46;10;no;no;no;2021;July;Sun;6.33;Moderado
Noche;No;Si;Material;Choque;CL 84 CR 46;CL;84;CR;46;10;no;no;no;2021;August;Fri;9.67;Moderado
Morning;Si;No;Heridos;Choque;CR 46 CL 84;CR;46;CL;84;4;si;no;no;2021;August;Sun;10.0;Moderado
Morning;Si;No;Heridos;Caida Ocupante;CL 84 CR 46;CL;84;CR;46;3;si;no;no;2022;January;Sat;10.67;Alto
Morning;Si;No;Material;Choque;CL 84 CR 46;CL;84;CR;46;3;no;no;no;2022;April;Sat;9.0;Moderado
Morning;No;No;Heridos;Otro;CR 46 CL 84;CR;46;CL;84;4;si;no;no;2022;July;Wed;7.0;Moderado
Morning;Si;No;Heridos;Choque;CR 46 CL 84;CR;46;CL;84;4;si;no;no;2023;September;Sat;10.0;Moderado
Noche;No;No;Heridos;Choque;CL 84 CR 46;CL;84;CR;46;3;si;no;no;2023;November;Mon;7.67;Moderado
Noche;No;No;Heridos;Choque;CR 46 CL 84;CR;46;CL;84;4;si;no;no;2025;May;Thu;7.67;Moderado
Morning;No;No;Material;Choque;CR 46 CL 84 LA CAMPI�A;CR;46;CL;84;1;no;no;no;2021;October;Mon;4.0;Bajo
Tarde;No;No;Material;Choque;CR 46 CL 84 85;CR;46;CL;84;1;no;no;no;2021;September;Sat;4.33;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 47;CL;84;CR;47;3;no;no;no;2018;March;Mon;6.33;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 47;CL;84;CR;47;4;si;no;no;2018;April;Sat;7.33;Moderado
Morning;Si;No;Material;Choque;CL 84 CR 47;CL;84;CR;47;2;no;no;no;2019;January;Wed;8.0;Moderado
Morning;Si;No;Heridos;Choque;CR 47 CL 84;CR;47;CL;84;1;si;no;no;2021;January;Sat;8.0;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 47;CL;84;CR;47;3;no;no;no;2021;July;Tue;6.33;Moderado
Noche;No;No;Material;Choque;CL 84 CR 47;CL;84;CR;47;3;no;no;no;2021;August;Sat;6.67;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 47;CL;84;CR;47;4;no;no;no;2021;October;Tue;6.33;Moderado
Morning;No;No;Material;Choque;CL 84 CR 47;CL;84;CR;47;4;no;no;no;2021;October;Tue;6.0;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 47;CL;84;CR;47;4;no;no;no;2021;December;Tue;6.33;Moderado
Tarde;No;No;Material;Choque;CR 47 CL 84;CR;47;CL;84;2;no;no;no;2022;January;Mon;5.33;Bajo
Morning;Si;No;Material;Choque;CR 47 CL 84;CR;47;CL;84;2;no;no;no;2022;June;Wed;8.0;Moderado
Morning;No;No;Heridos;Atropello;CL 84 CR 47;CL;84;CR;47;2;si;no;no;2025;July;Thu;7.33;Moderado
Morning;No;No;Material;Choque;CL 84 CR 47 36;CL;84;CR;47;1;no;no;no;2018;October;Wed;4.0;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 47 38;CL;84;CR;47;1;no;no;no;2021;April;Fri;4.33;Bajo
Morning;No;No;Material;Choque;CR 49C CL 84;CR;49C;CL;84;3;no;no;no;2018;August;Tue;6.0;Bajo
Noche;No;Si;Material;Choque;CR 49C CL 84;CR;49C;CL;84;3;no;no;no;2018;November;Sun;9.67;Moderado
Morning;No;No;Material;Choque;CR 49C CL 84;CR;49C;CL;84;2;no;no;no;2019;August;Tue;5.0;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 49C;CL;84;CR;49C;1;no;no;no;2019;September;Fri;4.33;Bajo
Morning;Si;No;Material;Choque;CL 84 CR 49C;CL;84;CR;49C;5;no;no;no;2019;October;Tue;9.0;Moderado
Noche;No;Si;Material;Choque;CL 84 CR 49C;CL;84;CR;49C;5;no;no;no;2020;February;Mon;9.67;Moderado
Morning;No;No;Material;Choque;CL 84 CR 49C;CL;84;CR;49C;5;no;no;no;2020;December;Thu;6.0;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 49C;CL;84;CR;49C;5;no;no;no;2021;March;Wed;6.33;Moderado
Noche;No;Si;Material;Choque;CR 49C CL 84;CR;49C;CL;84;2;no;no;no;2021;March;Thu;8.67;Moderado
Noche;No;Si;Material;Choque;CL 84 CR 49C;CL;84;CR;49C;5;no;no;no;2021;June;Sat;9.67;Moderado
Noche;No;No;Heridos;Choque;CL 84 CR 49C;CL;84;CR;49C;2;si;no;no;2022;September;Mon;6.67;Moderado
Morning;No;No;Heridos;Choque;CL 84 CR 49C;CL;84;CR;49C;2;si;no;no;2023;September;Sun;6.0;Bajo
Morning;Si;No;Heridos;Caida Ocupante;CR 49C CL 84;CR;49C;CL;84;3;si;no;no;2025;June;Thu;10.67;Alto
Tarde;No;No;Material;Choque;CL 84 CR 49C 115;CL;84;CR;49C;1;no;no;no;2019;April;Wed;4.33;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 50;CL;84;CR;50;4;no;no;no;2019;June;Tue;6.33;Moderado
Morning;No;No;Material;Choque;CL 84 CR 50;CL;84;CR;50;4;no;no;no;2019;July;Wed;6.0;Bajo
Morning;Si;No;Material;Choque;CR 50 CL 84;CR;50;CL;84;2;no;no;no;2019;August;Wed;8.0;Moderado
Noche;No;No;Material;Choque;CL 84 CR 50;CL;84;CR;50;3;no;no;no;2020;February;Thu;6.67;Moderado
Morning;No;No;Material;Choque;CL 84 CR 50;CL;84;CR;50;4;no;no;no;2020;April;Tue;6.0;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 50;CL;84;CR;50;4;no;no;no;2020;July;Tue;6.33;Moderado
Tarde;No;No;Material;Choque;CR 50 CL 84;CR;50;CL;84;2;no;no;no;2021;March;Wed;5.33;Bajo
Noche;No;No;Material;Choque;CL 84 CR 50;CL;84;CR;50;3;no;no;no;2021;December;Sun;6.67;Moderado
Noche;No;Si;Material;Choque;CL 84 CR 50;CL;84;CR;50;3;no;no;no;2022;March;Wed;9.67;Moderado
Morning;No;No;Material;Choque;CR 50 CL 84;CR;50;CL;84;1;no;no;no;2022;June;Mon;4.0;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 50;CL;84;CR;50;2;no;no;no;2022;July;Thu;5.33;Bajo
Tarde;No;Si;Material;Choque;CL 84 CR 50;CL;84;CR;50;2;no;no;no;2022;July;Thu;8.33;Moderado
Noche;No;No;Material;Choque;CL 84 CR 50 77;CL;84;CR;50;1;no;no;no;2021;September;Mon;4.67;Bajo
Noche;No;No;Material;Choque;CR 51 CL 84;CR;51;CL;84;1;no;no;no;2018;June;Fri;4.67;Bajo
Noche;No;No;Material;Choque;CL 84 CR 51;CL;84;CR;51;2;no;no;no;2018;November;Mon;5.67;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 51;CL;84;CR;51;4;no;no;no;2018;December;Fri;6.33;Moderado
Noche;No;No;Material;Choque;CL 84 CR 51;CL;84;CR;51;4;no;no;no;2018;December;Mon;6.67;Moderado
Morning;No;No;Material;Choque;CR 51 CL 84;CR;51;CL;84;2;no;no;no;2019;February;Mon;5.0;Bajo
Noche;No;Si;Material;Choque;CL 84 CR 51;CL;84;CR;51;1;no;no;no;2019;August;Mon;7.67;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 51;CL;84;CR;51;4;no;no;no;2019;December;Mon;6.33;Moderado
Morning;No;No;Material;Choque;CL 84 CR 51;CL;84;CR;51;4;no;no;no;2021;March;Sat;6.0;Bajo
Morning;Si;No;Material;Choque;CR 51 CL 84;CR;51;CL;84;2;no;no;no;2021;December;Wed;8.0;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 51;CL;84;CR;51;2;no;no;no;2021;December;Fri;5.33;Bajo
Noche;No;Si;Heridos;Choque;CL 84 CR 51;CL;84;CR;51;1;si;no;no;2022;October;Tue;8.67;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 51;CL;84;CR;51;1;si;no;no;2024;June;Wed;5.33;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 51 51 B;CL;84;CR;51;1;no;no;no;2020;December;Mon;4.33;Bajo
Morning;No;No;Material;Choque;CR 51B CL 84;CR;51B;CL;84;2;no;no;no;2018;January;Fri;5.0;Bajo
Noche;No;No;Material;Choque;CL 84 CR 51B;CL;84;CR;51B;7;no;no;no;2018;February;Fri;6.67;Moderado
Noche;No;No;Material;Choque;CL 84 CR 51B;CL;84;CR;51B;2;no;no;no;2018;February;Sun;5.67;Bajo
Morning;Si;No;Material;Choque;CL 84 CR 51B;CL;84;CR;51B;2;no;no;no;2018;April;Fri;8.0;Moderado
Noche;No;Si;Material;Choque;CL 84 CR 51B;CL;84;CR;51B;7;no;no;no;2018;July;Fri;9.67;Moderado
Tarde;No;No;Material;Choque;CR 51B CL 84;CR;51B;CL;84;1;no;no;no;2018;August;Wed;4.33;Bajo
Noche;No;No;Heridos;Choque;CL 84 CR 51B;CL;84;CR;51B;7;si;no;no;2019;February;Mon;7.67;Moderado
Noche;No;No;Material;Choque;CR 51B CL 84;CR;51B;CL;84;3;no;no;no;2019;July;Wed;6.67;Moderado
Noche;No;No;Material;Choque;CL 84 CR 51B;CL;84;CR;51B;2;no;no;no;2019;October;Wed;5.67;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 51B;CL;84;CR;51B;7;no;no;no;2019;November;Wed;6.33;Moderado
Noche;No;No;Material;Choque;CL 84 CR 51B;CL;84;CR;51B;2;no;no;no;2020;January;Sun;5.67;Bajo
Noche;No;No;Material;Choque;CR 51B CL 84;CR;51B;CL;84;2;no;no;no;2020;March;Wed;5.67;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 51B;CL;84;CR;51B;7;no;no;no;2020;July;Tue;6.33;Moderado
Tarde;No;No;Material;Choque;CR 51B CL 84;CR;51B;CL;84;3;no;no;no;2021;March;Tue;6.33;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 51B;CL;84;CR;51B;7;si;no;no;2021;March;Mon;7.33;Moderado
Morning;No;No;Heridos;Caida Ocupante;CR 51B CL 84;CR;51B;CL;84;3;si;no;no;2021;April;Fri;7.67;Moderado
Noche;No;No;Material;Choque;CL 84 CR 51B;CL;84;CR;51B;7;no;no;no;2021;July;Sun;6.67;Moderado
Morning;Si;No;Heridos;Choque;CL 84 CR 51B;CL;84;CR;51B;1;si;no;no;2022;April;Sat;8.0;Moderado
Noche;No;No;Heridos;Choque;CL 84 CR 51B;CL;84;CR;51B;1;si;no;no;2023;October;Fri;5.67;Bajo
Tarde;No;No;Material;Choque;CR 51B CL 84 FRENTE PETROMIL;CR;51B;CL;84;1;no;no;no;2018;March;Sat;4.33;Bajo
Tarde;No;No;Material;Choque;CR 51B CL 84 LAVADERO FULL CLEAN;CR;51B;CL;84;1;no;no;no;2021;September;Tue;4.33;Bajo
Noche;No;No;Material;Choque;CR 51B CL 84 82;CR;51B;CL;84;1;no;no;no;2024;November;Sun;4.67;Bajo
Morning;Si;No;Material;Choque;CR 51B CL 84 85;CR;51B;CL;84;1;no;no;no;2019;August;Wed;7.0;Moderado
Morning;No;No;Material;Choque;CR 51B CL 84 136;CR;51B;CL;84;1;no;no;no;2018;October;Fri;4.0;Bajo
Noche;No;No;Material;Choque;CL 84 CR 52;CL;84;CR;52;1;no;no;no;2018;February;Sat;4.67;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 52;CL;84;CR;52;2;no;no;no;2019;February;Tue;5.33;Bajo
Tarde;No;No;Heridos;Choque;CL 84 CR 52;CL;84;CR;52;2;si;no;no;2019;March;Sun;6.33;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 52;CL;84;CR;52;1;no;no;no;2019;October;Thu;4.33;Bajo
Tarde;No;No;Material;Choque;CR 52 CL 84;CR;52;CL;84;2;no;no;no;2020;December;Fri;5.33;Bajo
Tarde;No;No;Material;Choque;CR 52 CL 84;CR;52;CL;84;2;no;no;no;2021;January;Fri;5.33;Bajo
Morning;Si;No;Material;Choque;CR 52 CL 84 111;CR;52;CL;84;1;no;no;no;2021;September;Thu;7.0;Moderado
Morning;No;No;Heridos;Choque;CL 84 CR 53;CL;84;CR;53;5;si;no;no;2018;February;Tue;7.0;Moderado
Noche;No;No;Material;Choque;CL 84 CR 53;CL;84;CR;53;5;no;no;no;2018;April;Wed;6.67;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 53;CL;84;CR;53;4;si;no;no;2018;July;Mon;7.33;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 53;CL;84;CR;53;5;si;no;no;2018;August;Wed;7.33;Moderado
Morning;No;No;Material;Choque;CL 84 CR 53;CL;84;CR;53;5;no;no;no;2018;November;Tue;6.0;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 53;CL;84;CR;53;4;no;no;no;2019;February;Sat;6.33;Moderado
Noche;No;No;Material;Choque;CR 53 CL 84;CR;53;CL;84;2;no;no;no;2020;February;Sat;5.67;Bajo
Morning;No;No;Material;Choque;CL 84 CR 53;CL;84;CR;53;4;no;no;no;2020;October;Sat;6.0;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 53;CL;84;CR;53;4;no;no;no;2021;June;Wed;6.33;Moderado
Tarde;No;No;Material;Choque;CR 53 CL 84;CR;53;CL;84;2;no;no;no;2021;September;Tue;5.33;Bajo
Noche;No;No;Material;Choque;CL 84 CR 53;CL;84;CR;53;3;no;no;no;2021;December;Sat;6.67;Moderado
Noche;No;Si;Material;Choque;CL 84 CR 53;CL;84;CR;53;2;no;no;no;2022;January;Tue;8.67;Moderado
Morning;No;No;Heridos;Choque;CL 84 CR 53;CL;84;CR;53;3;si;no;no;2023;January;Sat;7.0;Moderado
Noche;No;No;Heridos;Choque;CL 84 CR 53;CL;84;CR;53;5;si;no;no;2023;July;Sun;7.67;Moderado
Noche;No;No;Heridos;Volcamiento;CL 84 CR 53;CL;84;CR;53;3;si;no;no;2024;May;Thu;7.67;Moderado
Noche;No;No;Heridos;Choque;CL 84 CR 53;CL;84;CR;53;2;si;no;no;2025;January;Tue;6.67;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 53 BARRANQUILLA;CL;84;CR;53;1;si;no;no;2025;April;Sun;5.33;Bajo
Noche;No;No;Heridos;Choque;CR 53 CL 84 CL 83;CR;53;CL;84;1;si;no;no;2021;June;Sat;5.67;Bajo
Noche;No;Si;Material;Choque;CL 84 CR 54;CL;84;CR;54;2;no;no;no;2019;August;Fri;8.67;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 54;CL;84;CR;54;2;no;no;no;2021;June;Mon;5.33;Bajo
Noche;No;No;Material;Choque;CL 84 CR 54 59;CL;84;CR;54;1;no;no;no;2019;August;Sat;4.67;Bajo
Tarde;No;No;Material;Choque;CR 54 CL 84 85;CR;54;CL;84;1;no;no;no;2022;June;Tue;4.33;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 55;CL;84;CR;55;2;no;no;no;2019;January;Mon;5.33;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 55;CL;84;CR;55;2;no;no;no;2019;October;Sat;5.33;Bajo
Noche;No;No;Material;Choque;CL 84 CR 55;CL;84;CR;55;1;no;no;no;2022;February;Tue;4.67;Bajo
Morning;No;No;Material;Choque;CL 84 CR 55;CL;84;CR;55;1;no;no;no;2022;July;Fri;4.0;Bajo
Tarde;No;No;Heridos;Choque;CR 55 CL 84;CR;55;CL;84;1;si;no;no;2024;March;Wed;5.33;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 56;CL;84;CR;56;6;no;no;no;2018;June;Fri;6.33;Moderado
Morning;No;No;Material;Choque;CL 84 CR 56;CL;84;CR;56;3;no;no;no;2018;October;Wed;6.0;Bajo
Noche;No;No;Material;Choque;CL 84 CR 56;CL;84;CR;56;6;no;no;no;2019;June;Sat;6.67;Moderado
Noche;No;Si;Heridos;Choque;CL 84 CR 56;CL;84;CR;56;6;si;no;no;2019;November;Sat;10.67;Alto
Noche;No;No;Heridos;Choque;CL 84 CR 56;CL;84;CR;56;6;si;no;no;2019;December;Wed;7.67;Moderado
Morning;No;No;Material;Choque;CL 84 CR 56;CL;84;CR;56;6;no;no;no;2020;February;Fri;6.0;Bajo
Noche;No;Si;Heridos;Choque;CL 84 CR 56;CL;84;CR;56;6;si;no;no;2021;October;Sun;10.67;Alto
Morning;Si;No;Material;Choque;CL 84 CR 56;CL;84;CR;56;2;no;no;no;2022;April;Sat;8.0;Moderado
Noche;No;No;Heridos;Choque;CR 56 CL 84;CR;56;CL;84;1;si;no;no;2023;April;Sat;5.67;Bajo
Noche;No;No;Heridos;Choque;CL 84 CR 56;CL;84;CR;56;2;si;no;no;2023;June;Sat;6.67;Moderado
Morning;No;No;Heridos;Choque;CL 84 CR 56;CL;84;CR;56;2;si;no;no;2023;August;Sat;6.0;Bajo
Morning;No;No;Heridos;Choque;CL 84 CR 56;CL;84;CR;56;3;si;no;no;2024;March;Thu;7.0;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 56;CL;84;CR;56;3;si;no;no;2024;July;Tue;7.33;Moderado
Noche;No;Si;Heridos;Choque;CL 84 CR 56;CL;84;CR;56;2;si;no;no;2025;February;Mon;9.67;Moderado
Noche;No;No;Material;Choque;CL 84 CR 56B;CL;84;CR;56B;1;no;no;no;2021;July;Sat;4.67;Bajo
Noche;No;No;Heridos;Choque;CL 84 CR 57;CL;84;CR;57;6;si;no;no;2018;May;Fri;7.67;Moderado
Morning;Si;No;Material;Choque;CL 84 CR 57;CL;84;CR;57;4;no;no;no;2018;August;Sat;9.0;Moderado
Noche;No;No;Material;Choque;CL 84 CR 57;CL;84;CR;57;6;no;no;no;2018;December;Sat;6.67;Moderado
Morning;No;No;Material;Choque;CL 84 CR 57;CL;84;CR;57;6;no;no;no;2019;July;Sun;6.0;Bajo
Noche;No;No;Heridos;Choque;CL 84 CR 57;CL;84;CR;57;6;si;no;no;2019;December;Wed;7.67;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 57;CL;84;CR;57;6;si;no;no;2020;May;Sat;7.33;Moderado
Morning;No;No;Material;Choque;CR 57 CL 84;CR;57;CL;84;1;no;no;no;2021;February;Fri;4.0;Bajo
Morning;No;No;Material;Choque;CL 84 CR 57;CL;84;CR;57;6;no;no;no;2021;April;Fri;6.0;Bajo
Tarde;No;No;Heridos;Choque;CR 57 CL 84;CR;57;CL;84;1;si;no;no;2022;February;Thu;5.33;Bajo
Noche;No;No;Heridos;Choque;CL 84 CR 57;CL;84;CR;57;4;si;no;no;2025;January;Sat;7.67;Moderado
Morning;Si;No;Heridos;Choque;CL 84 CR 57;CL;84;CR;57;1;si;no;no;2022;August;Sat;8.0;Moderado
Morning;No;No;Heridos;Choque;CL 84 CR 57;CL;84;CR;57;4;si;no;no;2023;February;Mon;7.0;Moderado
Morning;No;No;Heridos;Choque;CL 84 CR 57;CL;84;CR;57;4;si;no;no;2024;September;Sun;7.0;Moderado
Noche;No;Si;Material;Choque;CL 84 CR 58;CL;84;CR;58;2;no;no;no;2018;March;Tue;8.67;Moderado
Tarde;No;No;Material;Choque;CR 58 CL 84;CR;58;CL;84;1;no;no;no;2018;September;Mon;4.33;Bajo
Noche;No;No;Material;Choque;CL 84 CR 58;CL;84;CR;58;2;no;no;no;2018;November;Sat;5.67;Bajo
Tarde;No;No;Material;Choque;CR 58 CL 84;CR;58;CL;84;2;no;no;no;2022;April;Mon;5.33;Bajo
Morning;No;No;Material;Choque;CR 58 CL 84;CR;58;CL;84;2;no;no;no;2022;April;Mon;5.0;Bajo
Morning;No;No;Material;Choque;CL 84 CR 59;CL;84;CR;59;4;no;no;no;2018;April;Wed;6.0;Bajo
Noche;No;No;Heridos;Choque;CL 84 CR 59;CL;84;CR;59;4;si;no;no;2018;June;Sun;7.67;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 59;CL;84;CR;59;4;no;no;no;2018;August;Wed;6.33;Moderado
Tarde;No;No;Material;Choque;CR 59 CL 84;CR;59;CL;84;1;no;no;no;2019;July;Wed;4.33;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 59;CL;84;CR;59;3;no;no;no;2021;April;Tue;6.33;Moderado
Noche;No;No;Heridos;Choque;CL 84 CR 59;CL;84;CR;59;3;si;no;no;2021;May;Mon;7.67;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 59;CL;84;CR;59;3;no;no;no;2021;September;Fri;6.33;Moderado
Tarde;No;No;Heridos;Choque;CR 59 CL 84;CR;59;CL;84;1;si;no;no;2023;January;Thu;5.33;Bajo
Morning;Si;No;Heridos;Atropello;CL 84 CR 59;CL;84;CR;59;1;si;no;no;2023;June;Thu;9.33;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 59;CL;84;CR;59;4;si;no;no;2023;September;Fri;7.33;Moderado
Morning;No;No;Material;Choque;CR 59B CL 84;CR;59B;CL;84;1;no;no;no;2018;May;Thu;4.0;Bajo
Noche;No;No;Material;Choque;CL 84 CR 59B;CL;84;CR;59B;1;no;no;no;2018;May;Tue;4.67;Bajo
Morning;No;No;Material;Choque;CR 59B CL 84;CR;59B;CL;84;2;no;no;no;2018;August;Wed;5.0;Bajo
Tarde;No;No;Heridos;Choque;CL 84 CR 59B;CL;84;CR;59B;2;si;no;no;2019;April;Tue;6.33;Moderado
Noche;No;No;Material;Choque;CR 59B CL 84;CR;59B;CL;84;1;no;no;no;2020;May;Sun;4.67;Bajo
Tarde;No;No;Heridos;Choque;CL 84 CR 59B;CL;84;CR;59B;2;si;no;no;2020;May;Sun;6.33;Moderado
Noche;No;Si;Heridos;Choque;CR 59B CL 84;CR;59B;CL;84;2;si;no;no;2021;December;Mon;9.67;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 59B;CL;84;CR;59B;1;si;no;no;2024;October;Sat;5.33;Bajo
Noche;No;No;Material;Choque;CL 84 CR 63;CL;84;CR;63;1;no;no;no;2022;January;Sat;4.67;Bajo
Morning;Si;No;Material;Incendio;CL 84 CR 64;CL;84;CR;64;11;no;no;no;2018;May;Wed;9.0;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 64;CL;84;CR;64;4;no;no;no;2018;June;Tue;6.33;Moderado
Tarde;No;No;Heridos;Atropello;CL 84 CR 64;CL;84;CR;64;11;si;no;no;2018;November;Sat;8.67;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 64;CL;84;CR;64;11;si;no;no;2018;December;Tue;7.33;Moderado
Noche;No;No;Heridos;Choque;CL 84 CR 64;CL;84;CR;64;1;si;no;no;2018;December;Wed;5.67;Bajo
Noche;No;No;Heridos;Choque;CL 84 CR 64;CL;84;CR;64;11;si;no;no;2019;September;Wed;7.67;Moderado
Morning;Si;No;Material;Choque;CL 84 CR 64;CL;84;CR;64;11;no;no;no;2019;September;Wed;9.0;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 64;CL;84;CR;64;11;no;no;no;2019;December;Mon;6.33;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 64;CL;84;CR;64;11;si;no;no;2020;June;Tue;7.33;Moderado
Tarde;No;Si;Material;Choque;CL 84 CR 64;CL;84;CR;64;11;no;no;no;2021;March;Fri;9.33;Moderado
Tarde;No;No;Material;Choque;CR 64 CL 84;CR;64;CL;84;1;no;no;no;2021;March;Sun;4.33;Bajo
Noche;No;No;Material;Choque;CL 84 CR 64;CL;84;CR;64;11;no;no;no;2021;July;Fri;6.67;Moderado
Morning;Si;No;Material;Choque;CL 84 CR 64;CL;84;CR;64;11;no;no;no;2021;July;Wed;9.0;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 64;CL;84;CR;64;11;no;no;no;2021;September;Thu;6.33;Moderado
Noche;No;No;Heridos;Choque;CL 84 CR 64;CL;84;CR;64;4;si;no;no;2021;October;Mon;7.67;Moderado
Noche;No;Si;Material;Choque;CL 84 CR 64;CL;84;CR;64;4;no;no;no;2021;November;Fri;9.67;Moderado
Noche;No;No;Heridos;Choque;CR 64 CL 84;CR;64;CL;84;1;si;no;no;2022;January;Sat;5.67;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 64;CL;84;CR;64;4;no;no;no;2022;June;Mon;6.33;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 64;CL;84;CR;64;1;si;no;no;2022;June;Mon;5.33;Bajo
Tarde;No;No;Heridos;Choque;CR 64 CL 84;CR;64;CL;84;1;si;no;no;2022;December;Thu;5.33;Bajo
Noche;No;Si;Heridos;Choque;CL 84 CR 64;CL;84;CR;64;4;si;no;no;2023;April;Sun;10.67;Alto
Morning;No;No;Heridos;Choque;CL 84 CR 64;CL;84;CR;64;4;si;no;no;2023;April;Thu;7.0;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 64;CL;84;CR;64;4;si;no;no;2023;August;Sun;7.33;Moderado
Noche;No;No;Heridos;Choque;CL 84 CR 64;CL;84;CR;64;4;si;no;no;2023;December;Fri;7.67;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 64B;CL;84;CR;64B;1;no;no;no;2019;April;Thu;4.33;Bajo
Tarde;No;No;Material;Choque;CR 64B CL 84;CR;64B;CL;84;1;no;no;no;2020;February;Fri;4.33;Bajo
Tarde;No;No;Heridos;Volcamiento;CR 65 CL 84;CR;65;CL;84;1;si;no;no;2018;April;Tue;5.33;Bajo
Morning;No;No;Material;Choque;CL 84 CR 65;CL;84;CR;65;6;no;no;no;2018;April;Sat;6.0;Bajo
Noche;No;No;Material;Choque;CL 84 CR 65;CL;84;CR;65;6;no;no;no;2018;May;Fri;6.67;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 65;CL;84;CR;65;9;si;no;no;2018;October;Sat;7.33;Moderado
Tarde;No;No;Heridos;Volcamiento;CL 84 CR 65;CL;84;CR;65;9;si;no;no;2018;October;Fri;7.33;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 65;CL;84;CR;65;6;no;no;no;2018;October;Sat;6.33;Moderado
Tarde;No;No;Material;Choque;CR 65 CL 84;CR;65;CL;84;2;no;no;no;2019;June;Sun;5.33;Bajo
Morning;Si;No;Material;Choque;CL 84 CR 65;CL;84;CR;65;9;no;no;no;2019;October;Wed;9.0;Moderado
Noche;No;Si;Heridos;Choque;CL 84 CR 65;CL;84;CR;65;1;si;no;no;2019;December;Wed;8.67;Moderado
Tarde;No;No;Material;Choque;CR 65 CL 84;CR;65;CL;84;2;no;no;no;2020;February;Fri;5.33;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 65;CL;84;CR;65;9;no;no;no;2020;March;Sat;6.33;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 65;CL;84;CR;65;9;si;no;no;2020;September;Thu;7.33;Moderado
Tarde;No;No;Heridos;Atropello;CL 84 CR 65;CL;84;CR;65;9;si;no;no;2020;December;Thu;8.67;Moderado
Morning;No;No;Heridos;Choque;CL 84 CR 65;CL;84;CR;65;9;si;no;no;2021;January;Thu;7.0;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 65;CL;84;CR;65;9;no;no;no;2021;June;Fri;6.33;Moderado
Morning;Si;No;Heridos;Choque;CL 84 CR 65;CL;84;CR;65;9;si;no;no;2021;September;Sat;10.0;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 65;CL;84;CR;65;2;si;no;no;2022;January;Tue;6.33;Moderado
